LoanAmount,City,State,Zip,NAICSCode,BusinessType,NonProfit,RaceEthnicity,Gender,Veteran,JobsReported,DateApproved,YearApproved,Lender,Lender 1,Lender_clean,Lender 2,CD
50000,HAIKU,HI,96708,813990,NON-PROFIT ORGANIZATION,Y,UNANSWERED,UNANSWERED,Unanswered,,04/28/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
17300,HONOLULU,HI,96814,541921,SELF-EMPLOYED INDIVIDUALS,,UNANSWERED,UNANSWERED,Unanswered,1,04/13/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
15604,HONOLULU,HI,96814,813110,NON-PROFIT ORGANIZATION,Y,UNANSWERED,UNANSWERED,Unanswered,,04/28/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
3900,AIEA,HI,96701,812112,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,05/08/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
10500,KAHUKU,HI,96731,812910,NON-PROFIT ORGANIZATION,Y,UNANSWERED,UNANSWERED,Unanswered,4,04/27/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
8520,MILILANI,HI,96789,445299,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,MALE OWNED,Non-Veteran,1,05/14/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
59300,KAPOLEI,HI,96707,722515,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,156,04/11/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
5615,HILO,HI,96720,541611,INDEPENDENT CONTRACTORS,,UNANSWERED,UNANSWERED,Unanswered,1,04/29/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
59300,WAIMANALO,HI,96795,562910,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,6,04/10/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
71961,HONOLULU,HI,96817,238220,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,6,04/28/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
7700,LAHAINA,HI,96761,721191,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,2,04/27/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
3630,KAILUA KONA,HI,96740,451110,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,5,04/29/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
98200,HONOLULU,HI,96814,524292,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,36,04/09/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
9500,PEARL CITY,HI,96782,446120,CORPORATION,,ASIAN,UNANSWERED,Unanswered,0,06/03/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
20300,KAILUA KONA,HI,96740,621111,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,3,04/04/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
21000,HONOLULU,HI,96814,621111,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,,04/13/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
20900,EWA BEACH,HI,96706,531210,SELF-EMPLOYED INDIVIDUALS,,UNANSWERED,UNANSWERED,Unanswered,1,04/14/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
12368,HONOLULU,HI,96813,621320,LIMITED LIABILITY COMPANY(LLC),,ASIAN,FEMALE OWNED,Non-Veteran,1,07/30/2020,2020,Territorial Savings Bank,Territorial Savings Bank,,,HI-01
17004,KAILUA KONA,HI,96740,621340,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,05/05/2020,2020,Hawaii Community FCU,Hawaii Community FCU,,,HI-02
9035,PRINCEVILLE,HI,96722,531311,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,04/29/2020,2020,"People's United Bank, National Association",People's United Bank,"PEOPLE'S UNITED BANK, NATIONAL ASSOCIATION",NATIONAL ASSOCIATION,HI-02
15000,HONOLULU,HI,96825,532490,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,1,2020-05-18,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
81400,HONOLULU,HI,96817,621610,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,11,04/08/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
45400,HONOLULU,HI,96817,621210,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,04/03/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
2945,HONOLULU,HI,96822,711320,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,05/12/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
6700,KANEOHE,HI,96744,722511,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,3,04/10/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
18525,HONOLULU,HI,96826,711510,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,0,05/20/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
5700,KAPAA,HI,96746,236118,SUBCHAPTER S CORPORATION,,UNANSWERED,MALE OWNED,Non-Veteran,1,04/29/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
2700,WAIANAE,HI,96792,111219,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,0,2020-05-18,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
30900,HILO,HI,96720,541110,CORPORATION,,ASIAN,MALE OWNED,Non-Veteran,3,05/01/2020,2020,Hawaii National Bank.,Hawaii National Bank,,,HI-02
20800,HONOLULU,HI,96815,448310,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,06/19/2020,2020,Ohana Pacific Bank,Ohana Pacific Bank,,,HI-01
3462,AIEA,HI,96701,621340,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,2,07/17/2020,2020,"Kabbage, Inc.",Kabbage,"KABBAGE, INC.",INC.,HI-01
95500,HONOLULU,HI,96813,442110,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,,04/08/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
12300,WAILUKU,HI,96793,454210,SELF-EMPLOYED INDIVIDUALS,,UNANSWERED,UNANSWERED,Unanswered,1,04/15/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
105400,HONOLULU,HI,96816,722513,CORPORATION,,UNANSWERED,MALE OWNED,Non-Veteran,17,2020-04-30,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
58000,PEARL CITY,HI,96782,524210,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,5,04/05/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
44500,HONOLULU,HI,96822,621111,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,04/29/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
13400,HONOLULU,HI,96814,812112,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,MALE OWNED,Non-Veteran,9,04/08/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
29200,KAILUA KONA,HI,96740,531120,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,2,04/13/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
8400,WAILUKU,HI,96793,812112,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,04/29/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
50800,HONOLULU,HI,96826,447110,CORPORATION,,ASIAN,MALE OWNED,Non-Veteran,6,04/04/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
60000,HONOLULU,HI,96817,621111,SOLE PROPRIETORSHIP,,UNANSWERED,MALE OWNED,Non-Veteran,7,04/15/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
28990,AIEA,HI,96701,722513,SUBCHAPTER S CORPORATION,,UNANSWERED,FEMALE OWNED,Unanswered,6,04/11/2020,2020,HawaiiUSA FCU,HawaiiUSA FCU,,,HI-01
7340,KEAUHOU,HI,96739,442299,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,1,04/28/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
1317.92,HONOLULU,HI,96813,454390,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,04/28/2020,2020,HawaiiUSA FCU,HawaiiUSA FCU,,,HI-01
15000,PEARL CITY,HI,96782,999990,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,3,2020-04-30,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
134585,LIHUE,HI,96766,561110,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,MALE OWNED,Non-Veteran,9,04/28/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
12900,HONOLULU,HI,96814,531210,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,0,05/09/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
77500,KAPOLEI,HI,96707,722513,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,22,04/10/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
33500,HILO,HI,96720,451140,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,3,04/13/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
15000,HONOLULU,HI,96814,531210,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,0,05/03/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
97715,AIEA,HI,96701,561710,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,,04/14/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
22236,PAIA,HI,96779,722513,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,4,2020-04-30,2020,Celtic Bank Corporation,Celtic Bank Corporation,,,HI-02
2163,WAIPAHU,HI,96797,531210,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,0,05/02/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
65500,AIEA,HI,96701,621111,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,3,04/07/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
6500,HONOLULU,HI,96817,445120,CORPORATION,,ASIAN,UNANSWERED,Unanswered,1,04/28/2020,2020,Hawaii National Bank.,Hawaii National Bank,,,HI-01
36100,WAHIAWA,HI,96786,339920,CORPORATION,,UNANSWERED,MALE OWNED,Non-Veteran,0,06/03/2020,2020,Navy FCU,Navy FCU,,,HI-02
17500,HONOLULU,HI,96816,722511,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,0,05/19/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
20800,HONOLULU,HI,96816,621111,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,MALE OWNED,Non-Veteran,0,05/15/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
1715,WAIPAHU,HI,96797,485310,SELF-EMPLOYED INDIVIDUALS,,UNANSWERED,UNANSWERED,Unanswered,1,05/23/2020,2020,Cross River Bank,Cross River Bank,,,HI-01
86378,HONOLULU,HI,96825,484121,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,5,06/18/2020,2020,"Kabbage, Inc.",Kabbage,"KABBAGE, INC.",INC.,HI-01
5088,KAILUA KONA,HI,96734,453920,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,,06/02/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
20800,MILILANI,HI,96789,541611,INDEPENDENT CONTRACTORS,,UNANSWERED,UNANSWERED,Unanswered,,2020-04-30,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
52600,KAILUA KONA,HI,96734,339999,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,11,04/05/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
9800,WAIPAHU,HI,96797,524210,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,04/09/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
15200,HONOLULU,HI,96825,541219,SELF-EMPLOYED INDIVIDUALS,,UNANSWERED,UNANSWERED,Unanswered,1,04/11/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
3304,HONOLULU,HI,96826,812113,SELF-EMPLOYED INDIVIDUALS,,UNANSWERED,UNANSWERED,Unanswered,1,2020-06-29,2020,"Kabbage, Inc.",Kabbage,"KABBAGE, INC.",INC.,HI-01
1343.28,HONOLULU,HI,96814,485310,SELF-EMPLOYED INDIVIDUALS,,UNANSWERED,UNANSWERED,Unanswered,0,2020-05-18,2020,Celtic Bank Corporation,Celtic Bank Corporation,,,HI-01
9300,AIEA,HI,96701,541611,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,0,05/08/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
128200,HONOLULU,HI,96813,541110,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,MALE OWNED,Veteran,9,04/07/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
